Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,cc1_miles_Updated,cc2_miles_Updated,cc3_miles_Updated
100649,0,1,1,1,4000,3,500,1,4457,1,2500,2500,2500
52713,0,3,1,1,16273,13,100,1,4449,0,17500,2500,2500
186892,0,5,1,1,63444,13,500,1,3732,0,50000,2500,2500
11690,0,3,1,1,17615,17,0,0,4417,1,17500,2500,2500
144697,0,1,1,1,2000,1,0,0,4420,0,2500,2500,2500
75179,0,1,1,1,1015,2,0,0,4118,0,2500,2500,2500
19850,0,1,1,1,500,1,500,1,4376,1,2500,2500,2500
96154,0,1,1,1,7052,15,0,0,4433,0,2500,2500,2500
55778,0,1,1,1,6500,12,500,1,3704,0,2500,2500,2500
36227,0,2,1,1,7230,14,0,0,3736,0,7500,2500,2500
93848,0,1,1,1,1600,4,1500,3,4475,0,2500,2500,2500
41153,0,4,1,1,28686,15,0,0,4404,0,37500,2500,2500
20789,0,1,1,1,0,0,0,0,4279,0,2500,2500,2500
121992,6057,1,1,1,3200,4,600,2,4257,0,2500,2500,2500
37911,0,1,1,1,2250,11,0,0,4385,0,2500,2500,2500
233656,0,4,1,1,41941,14,500,1,4266,0,37500,2500,2500
41133,0,1,1,1,635,3,0,0,4419,1,2500,2500,2500
60864,0,3,1,1,23364,19,50,1,4436,1,17500,2500,2500
90526,0,1,1,1,2000,9,0,0,4488,0,2500,2500,2500
15148,0,1,1,1,15148,3,0,0,269,0,2500,2500,2500
5393,0,1,1,1,0,0,0,0,4517,0,2500,2500,2500
434,0,1,1,1,15530,5,0,0,3628,1,2500,2500,2500
81055,0,3,1,1,14344,14,0,0,4610,0,17500,2500,2500
31360,0,1,1,1,821,7,0,0,4488,0,2500,2500,2500
156885,0,4,1,1,38601,19,0,0,4534,1,37500,2500,2500
4148,0,1,3,1,13504,18,0,0,4607,1,2500,17500,2500
63820,0,3,1,1,13981,15,0,0,4608,0,17500,2500,2500
379744,2081,1,1,1,19191,17,1850,11,4608,1,2500,2500,2500
76659,0,1,1,1,0,0,0,0,4608,1,2500,2500,2500
40724,0,4,1,1,29481,14,0,0,4007,1,37500,2500,2500
146173,0,3,1,1,13871,17,0,0,4414,1,17500,2500,2500
26055,0,1,1,1,647,9,0,0,4464,0,2500,2500,2500
68,0,1,1,1,590,1,0,0,3937,0,2500,2500,2500
50001,0,1,1,1,4853,12,0,0,4023,0,2500,2500,2500
122506,0,3,1,1,21022,13,0,0,4408,1,17500,2500,2500
126886,0,2,1,1,9120,17,0,0,4044,0,7500,2500,2500
42342,0,1,1,1,11408,23,11408,23,4331,0,2500,2500,2500
58898,0,1,1,1,23050,15,50,1,4328,1,2500,2500,2500
45735,0,1,1,1,10085,3,0,0,4239,0,2500,2500,2500
77225,0,4,1,1,30646,15,0,0,4282,0,37500,2500,2500
59874,0,1,1,1,0,0,0,0,3986,1,2500,2500,2500
30868,0,1,1,1,405,3,0,0,4226,1,2500,2500,2500
34257,0,1,1,1,2010,4,0,0,4309,0,2500,2500,2500
42639,0,2,1,1,7366,12,0,0,4181,0,7500,2500,2500
771,0,1,1,1,40256,4,0,0,4203,1,2500,2500,2500
89708,0,1,1,1,8000,4,0,0,3173,0,2500,2500,2500
75892,0,2,1,1,8738,15,0,0,4160,1,7500,2500,2500
140918,0,4,1,1,69760,32,0,0,3883,1,37500,2500,2500
475338,0,4,1,1,39680,22,700,4,3355,0,37500,2500,2500
14426,0,1,1,1,0,0,0,0,4096,0,2500,2500,2500
29559,0,4,1,1,28969,16,0,0,4236,1,37500,2500,2500
113113,0,3,1,1,10736,13,0,0,4307,0,17500,2500,2500
73027,0,4,1,1,34002,19,0,0,4063,1,37500,2500,2500
17386,0,1,1,1,0,0,0,0,3771,0,2500,2500,2500
9310,0,1,1,1,500,1,500,1,4272,0,2500,2500,2500
11023,0,1,1,1,0,0,0,0,4328,0,2500,2500,2500
55406,0,4,1,1,38118,18,500,1,4310,1,37500,2500,2500
47638,0,1,1,1,0,0,0,0,3739,0,2500,2500,2500
30040,0,2,1,1,8636,8,500,1,3873,1,7500,2500,2500
24787,0,1,1,1,1000,1,0,0,3930,0,2500,2500,2500
40758,0,1,1,1,3500,4,1000,2,4299,0,2500,2500,2500
726,0,1,1,1,0,0,0,0,4268,1,2500,2500,2500
40686,0,1,1,1,260,2,0,0,4177,0,2500,2500,2500
16626,0,1,1,1,2500,13,0,0,4329,0,2500,2500,2500
18944,0,1,1,1,300,3,300,3,3932,0,2500,2500,2500
114949,0,5,1,1,87136,24,600,2,4294,1,50000,2500,2500
32522,0,1,1,1,5971,4,471,2,4042,0,2500,2500,2500
86533,0,1,1,1,3700,4,700,2,3600,0,2500,2500,2500
166470,0,2,1,1,9574,16,0,0,4194,0,7500,2500,2500
10797,0,1,1,1,0,0,0,0,3581,1,2500,2500,2500
131618,0,4,1,1,46473,16,0,0,4274,0,37500,2500,2500
77523,1112,1,1,1,11050,5,1000,2,4274,1,2500,2500,2500
47905,0,3,1,1,14575,16,2000,4,4245,1,17500,2500,2500
28695,0,1,1,1,0,0,0,0,4173,0,2500,2500,2500
15253,0,2,1,1,5427,8,0,0,4373,0,7500,2500,2500
193818,0,3,1,1,16327,13,0,0,3768,1,17500,2500,2500
30556,0,1,1,1,950,5,550,3,4361,0,2500,2500,2500
22678,0,1,1,1,2125,7,0,0,4068,0,2500,2500,2500
89430,0,3,1,1,24314,18,0,0,1547,0,17500,2500,2500
26522,0,3,1,1,18479,13,0,0,4358,1,17500,2500,2500
59913,0,1,1,1,2210,5,150,1,3481,0,2500,2500,2500
16516,0,1,1,1,500,1,0,0,4275,0,2500,2500,2500
49050,0,3,1,1,18436,16,0,0,2426,0,17500,2500,2500
27981,0,5,1,1,63004,17,0,0,2921,1,50000,2500,2500
4939,0,1,1,1,1000,1,0,0,2515,1,2500,2500,2500
26077,0,1,1,1,6768,4,0,0,3487,1,2500,2500,2500
110893,0,1,1,1,4653,6,0,0,3645,0,2500,2500,2500
56455,0,1,1,1,6000,3,0,0,4218,0,2500,2500,2500
32699,0,1,1,1,1500,2,500,1,3167,0,2500,2500,2500
109790,0,1,1,1,16108,4,0,0,3123,0,2500,2500,2500
166681,0,5,1,1,107645,25,0,0,3287,1,50000,2500,2500
145233,0,1,1,1,9366,5,4866,3,2626,1,2500,2500,2500
1054,0,1,1,1,15147,3,0,0,3133,1,2500,2500,2500
27532,0,1,1,1,4639,13,0,0,3939,0,2500,2500,2500
62464,0,1,1,1,5675,16,500,1,3820,0,2500,2500,2500
4041,0,1,1,1,0,0,0,0,3344,0,2500,2500,2500
28138,0,1,1,1,6330,29,0,0,3847,1,2500,2500,2500
33010,0,1,1,1,0,0,0,0,3915,0,2500,2500,2500
45687,0,1,1,1,45,2,0,0,2269,0,2500,2500,2500
12981,0,1,1,1,0,0,0,0,4246,1,2500,2500,2500
168246,1514,1,1,1,4600,4,100,2,4103,1,2500,2500,2500
75505,0,4,1,1,30850,17,500,1,4007,0,37500,2500,2500
55591,0,2,1,1,8817,13,0,0,3693,0,7500,2500,2500
37358,0,4,1,1,50488,19,0,0,3967,1,37500,2500,2500
33803,0,1,1,1,6100,34,0,0,4079,0,2500,2500,2500
2500,0,1,1,1,2500,1,0,0,3717,0,2500,2500,2500
140527,0,1,1,1,3500,14,0,0,4023,0,2500,2500,2500
5360,0,1,1,1,0,0,0,0,4392,0,2500,2500,2500
124430,0,2,1,1,15523,17,1200,8,4054,1,7500,2500,2500
240007,0,4,1,1,46771,14,0,0,4048,0,37500,2500,2500
245021,0,3,1,1,13639,15,180,1,3984,0,17500,2500,2500
53518,0,5,1,1,73933,30,400,1,3930,1,50000,2500,2500
122545,0,1,1,1,269,4,250,1,3834,1,2500,2500,2500
192889,0,1,1,1,10500,5,0,0,4096,0,2500,2500,2500
227776,0,4,1,1,47286,19,2276,5,3980,0,37500,2500,2500
37833,0,4,1,1,48172,15,500,1,3551,1,37500,2500,2500
48256,0,1,1,1,9690,2,0,0,3979,0,2500,2500,2500
99704,2704,2,1,1,15750,12,0,0,4106,0,7500,2500,2500
394999,0,1,1,1,4150,5,150,3,3599,0,2500,2500,2500
82497,0,1,1,1,0,0,0,0,3565,0,2500,2500,2500
15326,7663,1,1,1,0,0,0,0,4140,0,2500,2500,2500
32619,0,1,1,1,1070,7,0,0,3846,0,2500,2500,2500
57017,0,1,1,1,2495,11,0,0,3854,0,2500,2500,2500
252741,0,4,1,1,29296,19,635,3,4189,0,37500,2500,2500
49375,0,3,1,1,23628,14,0,0,3797,0,17500,2500,2500
25341,0,1,1,1,38,4,0,0,3995,1,2500,2500,2500
45150,0,3,1,1,18907,13,0,0,4141,0,17500,2500,2500
187462,0,1,1,1,10500,5,500,4,3953,0,2500,2500,2500
19132,0,2,1,1,9124,17,0,0,3915,0,7500,2500,2500
196967,0,3,1,1,38490,37,9550,20,4008,1,17500,2500,2500
13040,0,1,1,1,500,1,0,0,3972,0,2500,2500,2500
184301,0,1,1,1,6454,13,3954,12,4010,0,2500,2500,2500
36294,0,1,1,1,0,0,0,0,3956,0,2500,2500,2500
89840,0,2,1,1,7048,14,0,0,3819,0,7500,2500,2500
6914,0,1,1,1,1500,1,0,0,3915,1,2500,2500,2500
28493,0,3,1,1,21845,22,300,1,3932,1,17500,2500,2500
111793,0,1,1,1,500,1,0,0,4057,0,2500,2500,2500
18700,0,1,1,1,870,2,0,0,3995,0,2500,2500,2500
53957,0,1,1,1,7000,4,500,1,4133,0,2500,2500,2500
135770,0,1,1,1,4700,5,200,3,4215,1,2500,2500,2500
189784,0,4,1,1,35464,18,2197,4,4190,1,37500,2500,2500
60076,0,4,1,1,45582,9,0,0,3935,0,37500,2500,2500
3522,0,1,1,1,3522,4,0,0,3916,0,2500,2500,2500
36736,0,1,1,1,0,0,0,0,4134,0,2500,2500,2500
100634,0,1,3,1,69669,28,1540,12,4193,1,2500,17500,2500
88918,0,2,1,1,5537,14,0,0,4180,1,7500,2500,2500
245045,0,1,1,1,25039,16,500,1,4173,0,2500,2500,2500
37948,0,3,1,1,19213,43,0,0,3914,1,17500,2500,2500
81552,0,2,1,1,7703,8,0,0,3855,0,7500,2500,2500
118067,0,2,1,1,8715,12,0,0,3718,1,7500,2500,2500
268314,0,4,1,1,29968,14,500,1,3869,0,37500,2500,2500
135488,0,5,1,1,57787,16,0,0,4117,1,50000,2500,2500
68243,0,2,1,1,10012,22,903,3,3888,0,7500,2500,2500
56693,3953,2,1,1,20454,11,0,0,3893,1,7500,2500,2500
194875,0,1,1,1,7550,6,1050,3,3831,1,2500,2500,2500
206155,0,4,1,1,28447,17,0,0,3848,0,37500,2500,2500
35425,0,1,1,1,4125,19,0,0,3834,0,2500,2500,2500
161579,0,1,1,1,7688,21,5688,20,3811,0,2500,2500,2500
11314,1000,1,1,1,741,4,0,0,3845,1,2500,2500,2500
119531,0,5,1,1,60503,43,250,1,4002,0,50000,2500,2500
48433,0,1,1,1,4300,5,800,3,3673,1,2500,2500,2500
10872,0,1,1,1,4500,27,0,0,3882,0,2500,2500,2500
109268,0,2,1,1,7401,17,750,1,4034,0,7500,2500,2500
105160,0,3,1,1,20458,21,0,0,3732,0,17500,2500,2500
90919,0,4,1,1,44430,17,0,0,3739,1,37500,2500,2500
50230,0,1,1,1,4149,9,800,4,3727,1,2500,2500,2500
74538,0,3,1,1,18835,21,0,0,2726,0,17500,2500,2500
4606,0,1,1,1,4320,6,0,0,3501,1,2500,2500,2500
61617,0,2,1,1,23495,13,0,0,3972,0,7500,2500,2500
15275,0,1,1,1,75,2,0,0,2761,0,2500,2500,2500
112891,0,1,1,1,500,1,500,1,3909,0,2500,2500,2500
41176,0,1,1,1,7624,7,2624,4,3729,1,2500,2500,2500
81251,0,1,1,1,19500,6,0,0,3958,1,2500,2500,2500
18142,0,1,1,1,220,4,0,0,3638,0,2500,2500,2500
16200,0,4,1,1,40455,17,0,0,3840,1,37500,2500,2500
8913,0,1,1,1,2050,10,50,1,3630,0,2500,2500,2500
14372,0,2,1,1,9042,13,0,0,3557,1,7500,2500,2500
77965,0,4,1,1,41126,33,2683,7,3120,1,37500,2500,2500
12271,500,2,1,1,7684,15,1000,2,4219,0,7500,2500,2500
49874,0,4,1,1,39976,13,0,0,4293,1,37500,2500,2500
35445,0,1,1,1,3379,9,0,0,4198,1,2500,2500,2500
91755,0,1,1,1,5026,8,751,3,2676,0,2500,2500,2500
33753,0,3,1,1,14961,14,500,1,3335,1,17500,2500,2500
53750,0,3,1,1,23135,14,0,0,3736,0,17500,2500,2500
110132,0,1,1,1,19000,5,0,0,3271,1,2500,2500,2500
12221,0,1,1,1,511,4,0,0,3692,0,2500,2500,2500
65519,0,1,1,1,0,0,0,0,4150,0,2500,2500,2500
47291,0,1,1,1,1350,4,350,3,2336,1,2500,2500,2500
124564,0,3,1,1,11026,13,0,0,3840,0,17500,2500,2500
24111,0,2,1,1,9374,16,0,0,3802,1,7500,2500,2500
35801,0,1,1,1,3337,13,0,0,3743,1,2500,2500,2500
150972,0,1,1,1,2700,3,700,2,3645,1,2500,2500,2500
292023,0,1,1,1,14125,12,3250,7,3683,1,2500,2500,2500
47090,0,1,1,1,0,0,0,0,3726,0,2500,2500,2500
1300,0,1,1,1,454,11,0,0,3691,1,2500,2500,2500
109103,2370,1,1,1,19600,27,7600,24,3739,1,2500,2500,2500
101057,0,1,1,1,13650,11,2150,9,3600,1,2500,2500,2500
20900,0,1,1,1,1000,1,0,0,3685,0,2500,2500,2500
46607,0,1,1,1,0,0,0,0,3727,0,2500,2500,2500
33017,0,1,1,1,1069,7,250,1,3814,0,2500,2500,2500
30729,0,3,1,1,16456,15,0,0,3795,1,17500,2500,2500
35546,0,1,1,1,3376,10,0,0,3739,0,2500,2500,2500
7845,0,1,1,1,265,3,0,0,3508,0,2500,2500,2500
25788,0,1,1,1,4650,13,4650,13,3687,1,2500,2500,2500
13543,0,1,1,1,1443,7,423,2,3811,1,2500,2500,2500
16618,0,1,1,1,897,5,0,0,3620,0,2500,2500,2500
11548,0,1,1,1,1634,7,0,0,3837,0,2500,2500,2500
22181,0,1,1,1,6245,15,0,0,3656,0,2500,2500,2500
222312,0,4,1,1,29039,17,0,0,3721,0,37500,2500,2500
25080,0,1,1,1,2060,12,0,0,3795,0,2500,2500,2500
17964,0,1,1,1,5030,23,0,0,3783,1,2500,2500,2500
155385,0,3,1,1,15267,12,0,0,3624,0,17500,2500,2500
3977,0,1,1,1,0,0,0,0,3593,0,2500,2500,2500
14620,0,1,1,1,0,0,0,0,2833,0,2500,2500,2500
46882,0,1,1,1,0,0,0,0,3701,0,2500,2500,2500
3350,0,1,1,1,65,3,0,0,3540,0,2500,2500,2500
3049,0,1,1,1,0,0,0,0,3613,0,2500,2500,2500
32377,0,1,1,1,250,2,250,2,3515,0,2500,2500,2500
9396,0,1,1,1,860,5,350,2,3588,1,2500,2500,2500
102669,0,2,1,1,6760,14,306,2,3265,1,7500,2500,2500
26745,0,1,1,1,17547,9,0,0,3664,1,2500,2500,2500
120576,0,4,1,1,36635,14,0,0,3823,1,37500,2500,2500
7658,0,1,1,1,300,1,0,0,3231,0,2500,2500,2500
11136,0,1,1,1,100,1,0,0,3571,1,2500,2500,2500
168778,0,5,1,1,57060,20,500,1,3326,0,50000,2500,2500
124979,0,3,1,1,14267,14,0,0,3720,0,17500,2500,2500
35659,0,1,1,1,1102,9,0,0,3533,0,2500,2500,2500
55996,867,3,1,1,12165,14,0,0,3582,0,17500,2500,2500
65904,0,4,1,1,47224,35,5350,18,3655,1,37500,2500,2500
125679,0,3,1,4,68151,27,650,1,3683,0,17500,2500,37500
235312,0,5,1,1,56685,16,0,0,3476,0,50000,2500,2500
64414,0,1,1,1,1952,12,0,0,2395,0,2500,2500,2500
34204,0,1,1,1,16862,9,1700,5,3596,1,2500,2500,2500
22384,0,1,1,1,0,0,0,0,3676,0,2500,2500,2500
13381,0,1,1,1,1150,2,150,1,3312,0,2500,2500,2500
10959,0,1,1,1,500,1,0,0,3469,1,2500,2500,2500
28607,0,1,1,1,5943,5,0,0,2895,0,2500,2500,2500
30686,0,1,1,1,6161,2,0,0,3596,0,2500,2500,2500
8260,0,1,1,1,700,2,0,0,3673,0,2500,2500,2500
61584,0,4,1,1,27937,14,0,0,3783,0,37500,2500,2500
141594,0,2,1,1,30565,16,0,0,3776,0,7500,2500,2500
114549,0,1,1,1,5000,4,1000,2,3760,1,2500,2500,2500
64153,0,3,1,1,23563,19,0,0,3575,1,17500,2500,2500
10000,0,1,1,1,790,3,0,0,3564,0,2500,2500,2500
21839,0,1,1,1,853,3,119,1,3638,1,2500,2500,2500
182704,5513,1,1,1,5850,12,3100,10,3820,1,2500,2500,2500
92551,0,3,1,1,13755,13,500,1,3895,0,17500,2500,2500
49353,0,4,1,1,34656,14,0,0,3540,1,37500,2500,2500
21843,0,1,1,1,1411,9,0,0,3177,1,2500,2500,2500
34072,0,1,1,1,500,1,0,0,3879,0,2500,2500,2500
72962,0,4,1,1,28055,16,0,0,3869,1,37500,2500,2500
99502,0,3,1,1,19678,28,600,2,4182,0,17500,2500,2500
13250,0,3,1,1,17778,14,0,0,3861,1,17500,2500,2500
98232,0,5,1,1,56687,14,500,1,3867,0,50000,2500,2500
98895,0,4,1,1,89709,17,500,1,3854,1,37500,2500,2500
119340,1000,1,1,1,400,5,400,5,3855,1,2500,2500,2500
30171,0,1,3,1,15370,13,0,0,3853,0,2500,17500,2500
105957,0,1,1,1,4881,12,0,0,3859,0,2500,2500,2500
22548,0,1,1,1,3225,9,0,0,3852,0,2500,2500,2500
89761,0,3,1,1,11965,13,0,0,3845,1,17500,2500,2500
65263,0,1,1,1,22500,4,0,0,3844,0,2500,2500,2500
128456,0,5,1,3,70125,28,0,0,3764,0,50000,2500,17500
35203,0,1,1,1,1800,16,1800,16,3832,0,2500,2500,2500
62023,0,1,1,1,750,4,550,1,3819,0,2500,2500,2500
44197,0,1,1,1,2500,1,0,0,3831,0,2500,2500,2500
104245,0,4,1,1,45589,14,0,0,3810,0,37500,2500,2500
252520,0,4,1,1,43392,17,500,1,3818,0,37500,2500,2500
85496,0,1,1,1,2799,7,2711,6,3820,0,2500,2500,2500
49874,0,1,1,1,7200,9,1700,4,3817,1,2500,2500,2500
109649,0,3,1,1,22136,13,0,0,3812,0,17500,2500,2500
34379,0,3,1,1,13051,20,150,1,3805,1,17500,2500,2500
56688,0,1,1,1,3550,10,1050,9,3812,1,2500,2500,2500
48970,0,4,1,1,30872,14,0,0,3817,1,37500,2500,2500
70789,0,5,1,1,76661,29,150,1,3810,1,50000,2500,2500
24277,0,2,1,1,5330,5,0,0,3796,0,7500,2500,2500
20308,0,3,1,1,19526,13,0,0,3797,1,17500,2500,2500
111041,0,3,1,1,10252,12,0,0,3875,0,17500,2500,2500
27904,0,2,1,1,6622,17,0,0,3793,0,7500,2500,2500
128620,0,2,1,1,7747,12,0,0,3789,0,7500,2500,2500
65340,2454,3,1,1,33795,11,500,1,3775,1,17500,2500,2500
27135,0,1,1,1,4908,11,0,0,3783,0,2500,2500,2500
32898,0,1,1,1,1000,1,0,0,3777,0,2500,2500,2500
196922,0,4,1,1,40170,18,0,0,3755,0,37500,2500,2500
196175,0,4,1,1,33886,13,0,0,3775,0,37500,2500,2500
11457,0,1,1,1,705,3,0,0,3767,0,2500,2500,2500
175344,0,4,1,1,40152,19,0,0,3770,0,37500,2500,2500
5154,0,5,1,1,54657,28,0,0,3769,1,50000,2500,2500
13232,0,1,1,1,8668,16,0,0,3753,1,2500,2500,2500
88232,0,1,1,1,11550,5,550,3,3729,1,2500,2500,2500
75526,0,4,1,1,46421,14,0,0,3712,1,37500,2500,2500
53935,0,1,1,1,0,0,0,0,3743,0,2500,2500,2500
18402,0,1,1,1,0,0,0,0,3746,0,2500,2500,2500
24784,0,1,1,1,100,1,0,0,3729,0,2500,2500,2500
62903,0,3,1,1,16434,13,0,0,3732,0,17500,2500,2500
80272,0,4,1,1,34744,14,550,2,3728,1,37500,2500,2500
10458,0,1,2,1,10458,12,0,0,3726,0,2500,7500,2500
188184,0,4,1,1,32170,13,0,0,3707,1,37500,2500,2500
83524,0,4,1,1,43152,18,0,0,3694,0,37500,2500,2500
10794,0,1,1,1,0,0,0,0,3712,0,2500,2500,2500
49807,0,2,1,1,6393,20,0,0,3718,0,7500,2500,2500
18266,0,3,1,1,12254,15,0,0,3713,1,17500,2500,2500
87851,0,4,1,1,28969,17,0,0,4026,0,37500,2500,2500
32991,0,1,1,1,1230,6,0,0,3693,0,2500,2500,2500
28677,0,1,1,1,215,3,0,0,3699,0,2500,2500,2500
103809,0,3,1,1,16776,14,0,0,3699,0,17500,2500,2500
417,0,1,1,1,3000,1,0,0,3670,1,2500,2500,2500
8859,0,3,1,1,11998,13,0,0,3690,1,17500,2500,2500
26896,0,1,1,1,5364,15,0,0,3685,0,2500,2500,2500
16986,0,1,1,1,0,0,0,0,3676,0,2500,2500,2500
25530,0,3,1,1,25131,17,0,0,3677,1,17500,2500,2500
77067,0,4,1,1,40129,15,0,0,3671,0,37500,2500,2500
6350,0,1,1,1,0,0,0,0,3657,0,2500,2500,2500
76118,0,5,1,1,79154,41,1992,2,3621,1,50000,2500,2500
40420,0,2,1,1,8649,14,0,0,3651,0,7500,2500,2500
30178,0,3,1,1,14422,15,0,0,3656,1,17500,2500,2500
15088,0,1,1,1,0,0,0,0,3650,0,2500,2500,2500
138020,0,3,1,1,16449,17,500,1,3637,1,17500,2500,2500
27310,0,3,1,1,15537,16,500,1,3623,1,17500,2500,2500
109131,0,3,1,1,17481,17,150,1,3622,0,17500,2500,2500
35356,0,3,1,1,18520,15,300,1,3637,1,17500,2500,2500
33466,0,1,1,1,355,3,0,0,3592,0,2500,2500,2500
350608,0,4,1,1,50988,26,2643,5,3630,0,37500,2500,2500
42107,888,1,1,1,3600,4,1000,2,3607,1,2500,2500,2500
74796,0,3,1,1,19710,15,400,1,3616,1,17500,2500,2500
26129,0,3,1,1,20265,17,0,0,3629,1,17500,2500,2500
30893,0,1,1,1,0,0,0,0,3623,0,2500,2500,2500
9445,0,1,1,1,1000,2,1000,2,3613,0,2500,2500,2500
52965,0,1,1,1,500,1,0,0,3606,0,2500,2500,2500
19516,0,3,1,1,17696,16,0,0,3593,1,17500,2500,2500
106378,0,4,1,1,56007,14,0,0,3607,0,37500,2500,2500
22201,0,4,1,1,51278,16,350,1,3602,1,37500,2500,2500
73378,0,3,1,1,13607,14,0,0,3599,0,17500,2500,2500
50193,0,1,1,1,12263,3,0,0,3596,0,2500,2500,2500
165144,0,3,1,1,24156,14,0,0,3581,0,17500,2500,2500
53556,0,1,1,1,0,0,0,0,3575,0,2500,2500,2500
18387,0,4,1,1,40560,19,800,2,3588,1,37500,2500,2500
28577,0,4,1,1,48564,14,0,0,3586,1,37500,2500,2500
55417,0,4,1,1,37127,31,0,0,3575,0,37500,2500,2500
142244,0,3,1,1,12325,13,0,0,3578,0,17500,2500,2500
23139,0,2,1,1,8156,14,0,0,3578,0,7500,2500,2500
146232,0,5,1,1,83783,19,375,1,3566,1,50000,2500,2500
35323,0,1,1,1,1875,8,0,0,3553,0,2500,2500,2500
108081,0,5,1,5,217006,24,0,0,3567,1,50000,2500,50000
1021,0,1,1,1,100,1,0,0,3553,0,2500,2500,2500
120345,0,4,1,1,38323,17,650,2,3544,1,37500,2500,2500
11593,0,2,1,1,9055,16,0,0,3558,1,7500,2500,2500
68180,0,1,1,1,2044,9,0,0,3550,0,2500,2500,2500
26605,0,1,1,1,3704,11,0,0,3543,0,2500,2500,2500
17920,0,1,1,1,3250,18,0,0,3546,0,2500,2500,2500
85156,0,1,1,1,133,5,0,0,3550,0,2500,2500,2500
9005,0,1,1,1,520,1,0,0,3531,0,2500,2500,2500
55404,0,2,1,1,10613,15,500,1,3531,1,7500,2500,2500
42584,0,1,1,1,841,6,0,0,3526,0,2500,2500,2500
92843,0,1,1,1,27650,29,9150,26,3530,1,2500,2500,2500
51082,0,4,1,1,40878,13,0,0,3524,1,37500,2500,2500
18727,0,1,1,1,0,0,0,0,3524,0,2500,2500,2500
212029,0,4,1,1,43162,19,0,0,3518,0,37500,2500,2500
48806,0,1,1,1,12600,10,2500,8,3502,1,2500,2500,2500
15610,0,1,1,1,0,0,0,0,3508,0,2500,2500,2500
46876,0,1,1,1,9680,7,0,0,3498,1,2500,2500,2500
14075,0,1,1,1,4286,15,0,0,3513,0,2500,2500,2500
59895,0,1,1,1,10500,4,0,0,3497,1,2500,2500,2500
25936,0,1,1,1,0,0,0,0,3495,0,2500,2500,2500
134318,0,1,1,1,333,3,258,1,3488,0,2500,2500,2500
32807,0,1,1,1,17259,4,0,0,3482,0,2500,2500,2500
38591,0,2,1,1,11039,18,0,0,3488,1,7500,2500,2500
48958,0,3,1,1,24430,5,0,0,3483,0,17500,2500,2500
10710,0,1,1,1,1000,1,0,0,3460,0,2500,2500,2500
60349,0,2,1,1,10350,18,0,0,3468,1,7500,2500,2500
9453,0,1,1,1,2585,5,0,0,3463,0,2500,2500,2500
60867,0,4,1,1,41345,18,0,0,3454,0,37500,2500,2500
27590,0,1,1,1,100,1,0,0,3455,0,2500,2500,2500
100069,0,3,1,1,18745,13,0,0,3454,0,17500,2500,2500
27820,0,1,1,1,3005,11,0,0,3454,0,2500,2500,2500
20503,0,1,1,1,520,3,0,0,3445,0,2500,2500,2500
137371,0,1,1,1,4977,6,1977,4,3447,0,2500,2500,2500
12950,0,2,1,1,12798,18,195,1,3432,1,7500,2500,2500
25207,957,2,1,1,6883,13,0,0,3440,1,7500,2500,2500
17088,0,1,1,1,0,0,0,0,3510,0,2500,2500,2500
24100,0,3,1,1,26674,23,2300,7,3421,1,17500,2500,2500
101632,0,4,1,1,48658,14,0,0,3432,1,37500,2500,2500
233449,0,3,1,1,21274,18,0,0,3419,1,17500,2500,2500
45257,0,1,1,1,3625,7,0,0,3417,0,2500,2500,2500
626,0,1,1,1,626,1,0,0,3393,0,2500,2500,2500
18272,0,1,1,1,2920,5,0,0,3405,0,2500,2500,2500
10756,0,1,1,1,1375,4,0,0,3104,0,2500,2500,2500
161281,0,1,1,1,6321,8,175,1,3399,0,2500,2500,2500
75680,0,3,1,1,23159,14,0,0,3397,0,17500,2500,2500
59839,0,3,1,1,26962,18,0,0,3404,0,17500,2500,2500
201259,0,4,1,1,40755,34,0,0,3398,1,37500,2500,2500
101772,0,3,1,1,26480,17,1000,2,3396,1,17500,2500,2500
190674,4704,5,1,1,104159,33,4754,15,3396,1,50000,2500,2500
1452,0,1,1,1,2375,5,0,0,3396,1,2500,2500,2500
30902,0,1,1,1,4175,12,50,1,3384,0,2500,2500,2500
65458,1000,3,1,1,28356,24,1100,3,3382,1,17500,2500,2500
114067,0,4,1,1,42569,23,0,0,3336,0,37500,2500,2500
93371,0,4,1,1,55338,20,0,0,3382,0,37500,2500,2500
20207,0,1,1,1,3033,12,0,0,3370,0,2500,2500,2500
41040,0,5,1,1,66292,14,200,2,3372,1,50000,2500,2500
41062,0,1,2,1,8275,11,0,0,3356,0,2500,7500,2500
208825,0,4,1,1,42007,23,0,0,3369,0,37500,2500,2500
81087,0,3,1,1,18971,12,0,0,3362,0,17500,2500,2500
14336,0,1,1,1,0,0,0,0,3349,0,2500,2500,2500
29929,0,3,1,1,18032,17,150,1,3344,1,17500,2500,2500
121390,0,1,1,1,8500,4,0,0,3342,0,2500,2500,2500
23226,0,1,1,1,2236,2,0,0,3343,1,2500,2500,2500
451294,0,3,1,1,45907,22,500,1,3347,1,17500,2500,2500
68012,0,1,1,1,247,3,0,0,3342,0,2500,2500,2500
23589,0,1,1,1,0,0,0,0,3336,0,2500,2500,2500
